date,period,price
2019-05-22 00:00:00,15-16,33.99
2019-05-22 00:00:00,16-17,33.29
2019-05-22 00:00:00,17-18,35.01
2019-05-22 00:00:00,18-19,40.06
2019-05-22 00:00:00,19-20,44.02
2019-05-22 00:00:00,20-21,44.9
2019-05-22 00:00:00,21-22,43.8
2019-05-22 00:00:00,22-23,43.74
2019-05-22 00:00:00,23-24,39.76
2019-05-21 00:00:00,00-01,33.03
2019-05-21 00:00:00,01-02,32.8
2019-05-21 00:00:00,02-03,31.47
2019-05-21 00:00:00,03-04,29.29
2019-05-21 00:00:00,04-05,31.16
2019-05-21 00:00:00,05-06,33
2019-05-21 00:00:00,06-07,40.42
2019-05-21 00:00:00,07-08,47.19
2019-05-21 00:00:00,08-09,50.94
2019-05-21 00:00:00,09-10,48.92
2019-05-21 00:00:00,10-11,47.32
2019-05-21 00:00:00,11-12,46.23
2019-05-21 00:00:00,12-13,44.6
2019-05-21 00:00:00,13-14,43.32
2019-05-21 00:00:00,14-15,41.14
2019-05-21 00:00:00,15-16,39.2
2019-05-21 00:00:00,16-17,37.05
2019-05-21 00:00:00,17-18,38.08
2019-05-21 00:00:00,18-19,41.2
2019-05-21 00:00:00,19-20,42.35
2019-05-21 00:00:00,20-21,39.43
2019-05-21 00:00:00,21-22,37.44
2019-05-21 00:00:00,22-23,36.21
2019-05-21 00:00:00,23-24,33.94
2019-05-20 00:00:00,00-01,34.01
2019-05-20 00:00:00,01-02,32.8
2019-05-20 00:00:00,02-03,31.47
2019-05-20 00:00:00,03-04,31.08
2019-05-20 00:00:00,04-05,30.89
2019-05-20 00:00:00,05-06,35.19
2019-05-20 00:00:00,06-07,45.72
2019-05-20 00:00:00,07-08,51.94
2019-05-20 00:00:00,08-09,53.97
2019-05-20 00:00:00,09-10,51.96
2019-05-20 00:00:00,10-11,50.56
2019-05-20 00:00:00,11-12,50.06
2019-05-20 00:00:00,12-13,48.03
2019-05-20 00:00:00,13-14,46.32
2019-05-20 00:00:00,14-15,44.28
2019-05-20 00:00:00,15-16,43.29
2019-05-20 00:00:00,16-17,42.85
2019-05-20 00:00:00,17-18,43.49
2019-05-20 00:00:00,18-19,45.11
2019-05-20 00:00:00,19-20,46.8
2019-05-20 00:00:00,20-21,44.28
2019-05-20 00:00:00,21-22,41.75
2019-05-20 00:00:00,22-23,39.7
2019-05-20 00:00:00,23-24,35.3
2019-05-19 00:00:00,00-01,35.05
2019-05-19 00:00:00,01-02,33.08
2019-05-19 00:00:00,02-03,31.05
2019-05-19 00:00:00,03-04,29.2
2019-05-19 00:00:00,04-05,29.72
2019-05-19 00:00:00,05-06,29.29
2019-05-19 00:00:00,06-07,28.34
2019-05-19 00:00:00,07-08,28.31
2019-05-19 00:00:00,08-09,30.07
2019-05-19 00:00:00,09-10,28.93
2019-05-19 00:00:00,10-11,28.09
2019-05-19 00:00:00,11-12,28.31
2019-05-19 00:00:00,12-13,28.25
2019-05-19 00:00:00,13-14,23.8
2019-05-19 00:00:00,14-15,16.45
2019-05-19 00:00:00,15-16,16.26
2019-05-19 00:00:00,16-17,23.85
2019-05-19 00:00:00,17-18,28.27
2019-05-19 00:00:00,18-19,33.9
2019-05-19 00:00:00,19-20,35.6
2019-05-19 00:00:00,20-21,35.47
2019-05-19 00:00:00,21-22,35.42
2019-05-19 00:00:00,22-23,37.42
2019-05-19 00:00:00,23-24,35.2
2019-05-18 00:00:00,00-01,35.11
2019-05-18 00:00:00,01-02,33.08
2019-05-18 00:00:00,02-03,32.69
2019-05-18 00:00:00,03-04,31.53
2019-05-18 00:00:00,04-05,30.91
2019-05-18 00:00:00,05-06,30.83
2019-05-18 00:00:00,06-07,31.93
2019-05-18 00:00:00,07-08,33.08
2019-05-18 00:00:00,08-09,34.26
2019-05-18 00:00:00,09-10,32.9
2019-05-18 00:00:00,10-11,30.97
2019-05-18 00:00:00,11-12,29.88
2019-05-18 00:00:00,12-13,29.53
2019-05-18 00:00:00,13-14,28.89
2019-05-18 00:00:00,14-15,26.8
2019-05-18 00:00:00,15-16,28.79
2019-05-18 00:00:00,16-17,31
2019-05-18 00:00:00,17-18,32.9
2019-05-18 00:00:00,18-19,37.53
2019-05-18 00:00:00,19-20,41.41
2019-05-18 00:00:00,20-21,39.15
2019-05-18 00:00:00,21-22,38.5
2019-05-18 00:00:00,22-23,38.54
2019-05-18 00:00:00,23-24,36.08
2019-05-17 00:00:00,00-01,33.9
2019-05-17 00:00:00,01-02,33.01
2019-05-17 00:00:00,02-03,31.79
2019-05-17 00:00:00,03-04,31.53
2019-05-17 00:00:00,04-05,31.97
2019-05-17 00:00:00,05-06,34.77
2019-05-17 00:00:00,06-07,40.76
2019-05-17 00:00:00,07-08,44.34
2019-05-17 00:00:00,08-09,45.97
2019-05-17 00:00:00,09-10,43.83
2019-05-17 00:00:00,10-11,42.04
2019-05-17 00:00:00,11-12,40.43
2019-05-17 00:00:00,12-13,38.76
2019-05-17 00:00:00,13-14,37.02
2019-05-17 00:00:00,14-15,35.85
2019-05-17 00:00:00,15-16,35.63
2019-05-17 00:00:00,16-17,36.16
2019-05-17 00:00:00,17-18,39.94
2019-05-17 00:00:00,18-19,44.04
2019-05-17 00:00:00,19-20,45.99
2019-05-17 00:00:00,20-21,44.93
2019-05-17 00:00:00,21-22,43.06
2019-05-17 00:00:00,22-23,43.04
2019-05-17 00:00:00,23-24,38.14
2019-05-16 00:00:00,00-01,31.91
2019-05-16 00:00:00,01-02,31.55
2019-05-16 00:00:00,02-03,31.51
2019-05-16 00:00:00,03-04,29.8
2019-05-16 00:00:00,04-05,30.19
2019-05-16 00:00:00,05-06,33.02
2019-05-16 00:00:00,06-07,41.02
2019-05-16 00:00:00,07-08,45.58
2019-05-16 00:00:00,08-09,46.35
2019-05-16 00:00:00,09-10,44.44
2019-05-16 00:00:00,10-11,44.01
2019-05-16 00:00:00,11-12,43.98
2019-05-16 00:00:00,12-13,42
2019-05-16 00:00:00,13-14,38.95
2019-05-16 00:00:00,14-15,36.52
2019-05-16 00:00:00,15-16,36.05
2019-05-16 00:00:00,16-17,35.73
2019-05-16 00:00:00,17-18,37.17
2019-05-16 00:00:00,18-19,39.22
2019-05-16 00:00:00,19-20,42.38
2019-05-16 00:00:00,20-21,38.97
2019-05-16 00:00:00,21-22,38.24
2019-05-16 00:00:00,22-23,38.44
2019-05-16 00:00:00,23-24,35.13
2019-05-15 00:00:00,00-01,35.2
2019-05-15 00:00:00,01-02,33.97
2019-05-15 00:00:00,02-03,33.93
2019-05-15 00:00:00,03-04,33.41
2019-05-15 00:00:00,04-05,32.85
2019-05-15 00:00:00,05-06,35.32
2019-05-15 00:00:00,06-07,44.9
2019-05-15 00:00:00,07-08,48.87
2019-05-15 00:00:00,08-09,49.75
2019-05-15 00:00:00,09-10,44.36
2019-05-15 00:00:00,10-11,41.03
2019-05-15 00:00:00,11-12,38.06
2019-05-15 00:00:00,12-13,35.69
2019-05-15 00:00:00,13-14,34.97
2019-05-15 00:00:00,14-15,34.55
2019-05-15 00:00:00,15-16,34.17
2019-05-15 00:00:00,16-17,34.23
2019-05-15 00:00:00,17-18,36.16
2019-05-15 00:00:00,18-19,40.02
2019-05-15 00:00:00,19-20,44.61
2019-05-15 00:00:00,20-21,43.59
2019-05-15 00:00:00,21-22,41.86
2019-05-15 00:00:00,22-23,39.58
2019-05-15 00:00:00,23-24,35.55
2019-05-14 00:00:00,00-01,33.98
2019-05-14 00:00:00,01-02,32.02
2019-05-14 00:00:00,02-03,31.11
2019-05-14 00:00:00,03-04,31.09
2019-05-14 00:00:00,04-05,32.2
2019-05-14 00:00:00,05-06,35.89
2019-05-14 00:00:00,06-07,45.62
2019-05-14 00:00:00,07-08,50.57
2019-05-14 00:00:00,08-09,51.28
2019-05-14 00:00:00,09-10,44.97
2019-05-14 00:00:00,10-11,37.53
2019-05-14 00:00:00,11-12,35.36
2019-05-14 00:00:00,12-13,32.75
2019-05-14 00:00:00,13-14,31.33
2019-05-14 00:00:00,14-15,30.1
2019-05-14 00:00:00,15-16,30.04
2019-05-14 00:00:00,16-17,32.21
2019-05-14 00:00:00,17-18,35.26
2019-05-14 00:00:00,18-19,38.7
2019-05-14 00:00:00,19-20,45.09
2019-05-14 00:00:00,20-21,46.05
2019-05-14 00:00:00,21-22,44.88
2019-05-14 00:00:00,22-23,43.48
2019-05-14 00:00:00,23-24,37.1
2019-05-13 00:00:00,00-01,30.03
2019-05-13 00:00:00,01-02,28.63
2019-05-13 00:00:00,02-03,27.61
2019-05-13 00:00:00,03-04,26.65
2019-05-13 00:00:00,04-05,27.59
2019-05-13 00:00:00,05-06,29.85
2019-05-13 00:00:00,06-07,44.08
2019-05-13 00:00:00,07-08,49.09
2019-05-13 00:00:00,08-09,49.4
2019-05-13 00:00:00,09-10,43.09
2019-05-13 00:00:00,10-11,36.89
2019-05-13 00:00:00,11-12,35.11
2019-05-13 00:00:00,12-13,29.83
2019-05-13 00:00:00,13-14,28.45
2019-05-13 00:00:00,14-15,26.45
2019-05-13 00:00:00,15-16,26
2019-05-13 00:00:00,16-17,27.59
2019-05-13 00:00:00,17-18,29.49
2019-05-13 00:00:00,18-19,38.34
2019-05-13 00:00:00,19-20,45.88
2019-05-13 00:00:00,20-21,46.06
2019-05-13 00:00:00,21-22,44.38
2019-05-13 00:00:00,22-23,42.7
2019-05-13 00:00:00,23-24,37.44
2019-05-12 00:00:00,00-01,30.07
2019-05-12 00:00:00,01-02,24.33
2019-05-12 00:00:00,02-03,18.45
2019-05-12 00:00:00,03-04,12.8
2019-05-12 00:00:00,04-05,12.39
2019-05-12 00:00:00,05-06,13.01
2019-05-12 00:00:00,06-07,12.93
2019-05-12 00:00:00,07-08,16.3
2019-05-12 00:00:00,08-09,19.08
2019-05-12 00:00:00,09-10,13.33
2019-05-12 00:00:00,10-11,8.16
2019-05-12 00:00:00,11-12,7.32
2019-05-12 00:00:00,12-13,0.53
2019-05-12 00:00:00,13-14,-18.26
2019-05-12 00:00:00,14-15,-49.96
2019-05-12 00:00:00,15-16,-58.17
2019-05-12 00:00:00,16-17,-39.98
2019-05-12 00:00:00,17-18,0.06
2019-05-12 00:00:00,18-19,16.01
2019-05-12 00:00:00,19-20,29.37
2019-05-12 00:00:00,20-21,32.18
2019-05-12 00:00:00,21-22,34.24
2019-05-12 00:00:00,22-23,34.97
2019-05-12 00:00:00,23-24,32
2019-05-11 00:00:00,00-01,39.36
2019-05-11 00:00:00,01-02,36.82
2019-05-11 00:00:00,02-03,35.05
2019-05-11 00:00:00,03-04,32.09
2019-05-11 00:00:00,04-05,32.02
2019-05-11 00:00:00,05-06,31.85
2019-05-11 00:00:00,06-07,32.01
2019-05-11 00:00:00,07-08,33.29
2019-05-11 00:00:00,08-09,34.42
2019-05-11 00:00:00,09-10,35.84
2019-05-11 00:00:00,10-11,34.34
2019-05-11 00:00:00,11-12,33.1
2019-05-11 00:00:00,12-13,32.05
2019-05-11 00:00:00,13-14,31.36
2019-05-11 00:00:00,14-15,28.48
2019-05-11 00:00:00,15-16,27.48
2019-05-11 00:00:00,16-17,27.34
2019-05-11 00:00:00,17-18,29.51
2019-05-11 00:00:00,18-19,32.22
2019-05-11 00:00:00,19-20,34.52
2019-05-11 00:00:00,20-21,34.06
2019-05-11 00:00:00,21-22,33.3
2019-05-11 00:00:00,22-23,33.01
2019-05-11 00:00:00,23-24,32
2019-05-10 00:00:00,00-01,38.68
2019-05-10 00:00:00,01-02,37.23
2019-05-10 00:00:00,02-03,36.36
2019-05-10 00:00:00,03-04,35.29
2019-05-10 00:00:00,04-05,35.5
2019-05-10 00:00:00,05-06,37.27
2019-05-10 00:00:00,06-07,46.19
2019-05-10 00:00:00,07-08,51
2019-05-10 00:00:00,08-09,52.82
2019-05-10 00:00:00,09-10,48.94
2019-05-10 00:00:00,10-11,45.11
2019-05-10 00:00:00,11-12,41.57
2019-05-10 00:00:00,12-13,37.42
2019-05-10 00:00:00,13-14,35.8
2019-05-10 00:00:00,14-15,34.34
2019-05-10 00:00:00,15-16,34.42
2019-05-10 00:00:00,16-17,34.88
2019-05-10 00:00:00,17-18,37.31
2019-05-10 00:00:00,18-19,43.48
2019-05-10 00:00:00,19-20,47.01
2019-05-10 00:00:00,20-21,48.09
2019-05-10 00:00:00,21-22,48.71
2019-05-10 00:00:00,22-23,48.57
2019-05-10 00:00:00,23-24,44.88
2019-05-09 00:00:00,00-01,29.5
2019-05-09 00:00:00,01-02,27.53
2019-05-09 00:00:00,02-03,25.94
2019-05-09 00:00:00,03-04,25.07
2019-05-09 00:00:00,04-05,26.9
2019-05-09 00:00:00,05-06,31.73
2019-05-09 00:00:00,06-07,39.07
2019-05-09 00:00:00,07-08,46.61
2019-05-09 00:00:00,08-09,48.9
2019-05-09 00:00:00,09-10,46.16
2019-05-09 00:00:00,10-11,44.87
2019-05-09 00:00:00,11-12,45.03
2019-05-09 00:00:00,12-13,43.95
2019-05-09 00:00:00,13-14,42.12
2019-05-09 00:00:00,14-15,40.1
2019-05-09 00:00:00,15-16,38.33
2019-05-09 00:00:00,16-17,38.61
2019-05-09 00:00:00,17-18,42.38
2019-05-09 00:00:00,18-19,46.33
2019-05-09 00:00:00,19-20,49.02
2019-05-09 00:00:00,20-21,49.04
2019-05-09 00:00:00,21-22,47.1
2019-05-09 00:00:00,22-23,46.06
2019-05-09 00:00:00,23-24,41.61
2019-05-08 00:00:00,00-01,40.71
2019-05-08 00:00:00,01-02,36.96
2019-05-08 00:00:00,02-03,34.89
2019-05-08 00:00:00,03-04,34.4
2019-05-08 00:00:00,04-05,33.77
2019-05-08 00:00:00,05-06,34.77
2019-05-08 00:00:00,06-07,38.74
2019-05-08 00:00:00,07-08,43.54
2019-05-08 00:00:00,08-09,39.47
2019-05-08 00:00:00,09-10,38.78
2019-05-08 00:00:00,10-11,37.04
2019-05-08 00:00:00,11-12,36.46
2019-05-08 00:00:00,12-13,35.75
2019-05-08 00:00:00,13-14,34.02
2019-05-08 00:00:00,14-15,31.65
2019-05-08 00:00:00,15-16,31.09
2019-05-08 00:00:00,16-17,31.04
2019-05-08 00:00:00,17-18,32.03
2019-05-08 00:00:00,18-19,34.3
2019-05-08 00:00:00,19-20,34.92
2019-05-08 00:00:00,20-21,34.03
2019-05-08 00:00:00,21-22,33.91
2019-05-08 00:00:00,22-23,32.83
2019-05-08 00:00:00,23-24,29.18
2019-05-07 00:00:00,00-01,37.67
2019-05-07 00:00:00,01-02,37.17
2019-05-07 00:00:00,02-03,36.72
2019-05-07 00:00:00,03-04,35.57
2019-05-07 00:00:00,04-05,35.94
2019-05-07 00:00:00,05-06,40.44
2019-05-07 00:00:00,06-07,48.53
2019-05-07 00:00:00,07-08,57.64
2019-05-07 00:00:00,08-09,59.81
2019-05-07 00:00:00,09-10,50.02
2019-05-07 00:00:00,10-11,46.55
2019-05-07 00:00:00,11-12,46.48
2019-05-07 00:00:00,12-13,45.41
2019-05-07 00:00:00,13-14,44.48
2019-05-07 00:00:00,14-15,43.97
2019-05-07 00:00:00,15-16,43.72
2019-05-07 00:00:00,16-17,44.1
2019-05-07 00:00:00,17-18,46.25
2019-05-07 00:00:00,18-19,51.67
2019-05-07 00:00:00,19-20,57.18
2019-05-07 00:00:00,20-21,55.12
2019-05-07 00:00:00,21-22,51.12
2019-05-07 00:00:00,22-23,49.58
2019-05-07 00:00:00,23-24,46.03
2019-05-06 00:00:00,00-01,33.05
2019-05-06 00:00:00,01-02,32.05
2019-05-06 00:00:00,02-03,31.86
2019-05-06 00:00:00,03-04,30.59
2019-05-06 00:00:00,04-05,30.06
2019-05-06 00:00:00,05-06,33.01
2019-05-06 00:00:00,06-07,43.54
2019-05-06 00:00:00,07-08,47.97
2019-05-06 00:00:00,08-09,48.93
2019-05-06 00:00:00,09-10,44.66
2019-05-06 00:00:00,10-11,43.07
2019-05-06 00:00:00,11-12,42.75
2019-05-06 00:00:00,12-13,40.07
2019-05-06 00:00:00,13-14,37.85
2019-05-06 00:00:00,14-15,35.75
2019-05-06 00:00:00,15-16,35.4
2019-05-06 00:00:00,16-17,35.47
2019-05-06 00:00:00,17-18,38.95
2019-05-06 00:00:00,18-19,44.62
2019-05-06 00:00:00,19-20,47.64
2019-05-06 00:00:00,20-21,47.8
2019-05-06 00:00:00,21-22,47.01
2019-05-06 00:00:00,22-23,46.4
2019-05-06 00:00:00,23-24,44.14
2019-05-05 00:00:00,00-01,33.21
2019-05-05 00:00:00,01-02,30.57
2019-05-05 00:00:00,02-03,26.4
2019-05-05 00:00:00,03-04,26.55
2019-05-05 00:00:00,04-05,26.51
2019-05-05 00:00:00,05-06,27.08
2019-05-05 00:00:00,06-07,26.3
2019-05-05 00:00:00,07-08,28.44
2019-05-05 00:00:00,08-09,30.3
2019-05-05 00:00:00,09-10,29.01
2019-05-05 00:00:00,10-11,26.32
2019-05-05 00:00:00,11-12,26.32
2019-05-05 00:00:00,12-13,25.89
2019-05-05 00:00:00,13-14,19.91
2019-05-05 00:00:00,14-15,10.21
2019-05-05 00:00:00,15-16,8.54
2019-05-05 00:00:00,16-17,12.77
2019-05-05 00:00:00,17-18,25.78
2019-05-05 00:00:00,18-19,29.92
2019-05-05 00:00:00,19-20,33.9
2019-05-05 00:00:00,20-21,37.41
2019-05-05 00:00:00,21-22,37.63
2019-05-05 00:00:00,22-23,38.78
2019-05-05 00:00:00,23-24,35.04
2019-05-04 00:00:00,00-01,34.83
2019-05-04 00:00:00,01-02,32.79
2019-05-04 00:00:00,02-03,31.99
2019-05-04 00:00:00,03-04,30.99
2019-05-04 00:00:00,04-05,31.03
2019-05-04 00:00:00,05-06,30.96
2019-05-04 00:00:00,06-07,31.92
2019-05-04 00:00:00,07-08,34.85
2019-05-04 00:00:00,08-09,40.67
2019-05-04 00:00:00,09-10,41.13
2019-05-04 00:00:00,10-11,39.53
2019-05-04 00:00:00,11-12,38
2019-05-04 00:00:00,12-13,35.8
2019-05-04 00:00:00,13-14,32.83
2019-05-04 00:00:00,14-15,31.65
2019-05-04 00:00:00,15-16,30.86
2019-05-04 00:00:00,16-17,30.29
2019-05-04 00:00:00,17-18,31.29
2019-05-04 00:00:00,18-19,37.53
2019-05-04 00:00:00,19-20,41.21
2019-05-04 00:00:00,20-21,41.4
2019-05-04 00:00:00,21-22,40.85
2019-05-04 00:00:00,22-23,41.58
2019-05-04 00:00:00,23-24,39.68
2019-05-03 00:00:00,00-01,31.53
2019-05-03 00:00:00,01-02,31.52
2019-05-03 00:00:00,02-03,30.2
2019-05-03 00:00:00,03-04,29.03
2019-05-03 00:00:00,04-05,29.62
2019-05-03 00:00:00,05-06,33.12
2019-05-03 00:00:00,06-07,41.31
2019-05-03 00:00:00,07-08,45.75
2019-05-03 00:00:00,08-09,47.21
2019-05-03 00:00:00,09-10,45.7
2019-05-03 00:00:00,10-11,44.41
2019-05-03 00:00:00,11-12,43.91
2019-05-03 00:00:00,12-13,39.96
2019-05-03 00:00:00,13-14,36.27
2019-05-03 00:00:00,14-15,34
2019-05-03 00:00:00,15-16,32.74
2019-05-03 00:00:00,16-17,32.49
2019-05-03 00:00:00,17-18,34.78
2019-05-03 00:00:00,18-19,40.22
2019-05-03 00:00:00,19-20,42.92
2019-05-03 00:00:00,20-21,43.07
2019-05-03 00:00:00,21-22,43.06
2019-05-03 00:00:00,22-23,43.19
2019-05-03 00:00:00,23-24,39.73
2019-05-02 00:00:00,00-01,28.49
2019-05-02 00:00:00,01-02,26.62
2019-05-02 00:00:00,02-03,25.55
2019-05-02 00:00:00,03-04,20.59
2019-05-02 00:00:00,04-05,20.52
2019-05-02 00:00:00,05-06,28.1
2019-05-02 00:00:00,06-07,38.08
2019-05-02 00:00:00,07-08,44
2019-05-02 00:00:00,08-09,44.78
2019-05-02 00:00:00,09-10,39.08
2019-05-02 00:00:00,10-11,36.03
2019-05-02 00:00:00,11-12,34.85
2019-05-02 00:00:00,12-13,33.23
2019-05-02 00:00:00,13-14,32.95
2019-05-02 00:00:00,14-15,32.72
2019-05-02 00:00:00,15-16,33.21
2019-05-02 00:00:00,16-17,33.78
2019-05-02 00:00:00,17-18,36.03
2019-05-02 00:00:00,18-19,42.98
2019-05-02 00:00:00,19-20,44.81
2019-05-02 00:00:00,20-21,44.54
2019-05-02 00:00:00,21-22,43.02
2019-05-02 00:00:00,22-23,42.43
2019-05-02 00:00:00,23-24,37.77
2019-05-01 00:00:00,00-01,33.06
2019-05-01 00:00:00,01-02,31.08
2019-05-01 00:00:00,02-03,29.55
2019-05-01 00:00:00,03-04,29.09
2019-05-01 00:00:00,04-05,27.59
2019-05-01 00:00:00,05-06,26.18
2019-05-01 00:00:00,06-07,23.04
2019-05-01 00:00:00,07-08,22.35
2019-05-01 00:00:00,08-09,24.07
2019-05-01 00:00:00,09-10,21.12
2019-05-01 00:00:00,10-11,19.61
2019-05-01 00:00:00,11-12,18.15
2019-05-01 00:00:00,12-13,16.02
2019-05-01 00:00:00,13-14,7.95
2019-05-01 00:00:00,14-15,-0.04
2019-05-01 00:00:00,15-16,-2.46
2019-05-01 00:00:00,16-17,0.22
2019-05-01 00:00:00,17-18,8.57
2019-05-01 00:00:00,18-19,25.19
2019-05-01 00:00:00,19-20,30.81
2019-05-01 00:00:00,20-21,32.02
2019-05-01 00:00:00,21-22,31.82
2019-05-01 00:00:00,22-23,32.06
2019-05-01 00:00:00,23-24,28.97
2019-04-30 00:00:00,00-01,33.02
2019-04-30 00:00:00,01-02,33.91
2019-04-30 00:00:00,02-03,33.51
2019-04-30 00:00:00,03-04,33.38
2019-04-30 00:00:00,04-05,33.04
2019-04-30 00:00:00,05-06,34.47
2019-04-30 00:00:00,06-07,45.3
2019-04-30 00:00:00,07-08,48.72
2019-04-30 00:00:00,08-09,51.98
2019-04-30 00:00:00,09-10,47.33
2019-04-30 00:00:00,10-11,44.59
2019-04-30 00:00:00,11-12,41.5
2019-04-30 00:00:00,12-13,37.02
2019-04-30 00:00:00,13-14,34.09
2019-04-30 00:00:00,14-15,32.67
2019-04-30 00:00:00,15-16,32.07
2019-04-30 00:00:00,16-17,32.66
2019-04-30 00:00:00,17-18,36.02
2019-04-30 00:00:00,18-19,43.28
2019-04-30 00:00:00,19-20,46.36
2019-04-30 00:00:00,20-21,45.62
2019-04-30 00:00:00,21-22,45.26
2019-04-30 00:00:00,22-23,43.67
2019-04-30 00:00:00,23-24,39.02
2019-04-29 00:00:00,00-01,36.07
2019-04-29 00:00:00,01-02,34.63
2019-04-29 00:00:00,02-03,32.64
2019-04-29 00:00:00,03-04,31.25
2019-04-29 00:00:00,04-05,30.76
2019-04-29 00:00:00,05-06,33.41
2019-04-29 00:00:00,06-07,45.23
2019-04-29 00:00:00,07-08,49.1
2019-04-29 00:00:00,08-09,50.98
2019-04-29 00:00:00,09-10,47.93
2019-04-29 00:00:00,10-11,45.97
2019-04-29 00:00:00,11-12,44.57
2019-04-29 00:00:00,12-13,42.68
2019-04-29 00:00:00,13-14,40.09
2019-04-29 00:00:00,14-15,37.71
2019-04-29 00:00:00,15-16,36.1
2019-04-29 00:00:00,16-17,35.53
2019-04-29 00:00:00,17-18,37.55
2019-04-29 00:00:00,18-19,41.03
2019-04-29 00:00:00,19-20,45.69
2019-04-29 00:00:00,20-21,44.98
2019-04-29 00:00:00,21-22,43.98
2019-04-29 00:00:00,22-23,40.32
2019-04-29 00:00:00,23-24,37.16
2019-04-28 00:00:00,00-01,29.73
2019-04-28 00:00:00,01-02,27.98
2019-04-28 00:00:00,02-03,27.67
2019-04-28 00:00:00,03-04,26.19
2019-04-28 00:00:00,04-05,25.96
2019-04-28 00:00:00,05-06,26.3
2019-04-28 00:00:00,06-07,27.19
2019-04-28 00:00:00,07-08,26.97
2019-04-28 00:00:00,08-09,28.12
2019-04-28 00:00:00,09-10,29.03
2019-04-28 00:00:00,10-11,27.52
2019-04-28 00:00:00,11-12,29.34
2019-04-28 00:00:00,12-13,29.79
2019-04-28 00:00:00,13-14,27.61
2019-04-28 00:00:00,14-15,25.61
2019-04-28 00:00:00,15-16,25.67
2019-04-28 00:00:00,16-17,27.09
2019-04-28 00:00:00,17-18,30.57
2019-04-28 00:00:00,18-19,32.77
2019-04-28 00:00:00,19-20,39.09
2019-04-28 00:00:00,20-21,42.96
2019-04-28 00:00:00,21-22,43.73
2019-04-28 00:00:00,22-23,43.95
2019-04-28 00:00:00,23-24,41.12
2019-04-27 00:00:00,00-01,29.63
2019-04-27 00:00:00,01-02,27.01
2019-04-27 00:00:00,02-03,24.14
2019-04-27 00:00:00,03-04,19.96
2019-04-27 00:00:00,04-05,9.48
2019-04-27 00:00:00,05-06,8.56
2019-04-27 00:00:00,06-07,10.48
2019-04-27 00:00:00,07-08,17.99
2019-04-27 00:00:00,08-09,25.48
2019-04-27 00:00:00,09-10,25.1
2019-04-27 00:00:00,10-11,24.17
2019-04-27 00:00:00,11-12,26.38
2019-04-27 00:00:00,12-13,27.02
2019-04-27 00:00:00,13-14,23.1
2019-04-27 00:00:00,14-15,12.68
2019-04-27 00:00:00,15-16,12.17
2019-04-27 00:00:00,16-17,11.34
2019-04-27 00:00:00,17-18,25.4
2019-04-27 00:00:00,18-19,30.02
2019-04-27 00:00:00,19-20,31.08
2019-04-27 00:00:00,20-21,31.91
2019-04-27 00:00:00,21-22,31.64
2019-04-27 00:00:00,22-23,31.46
2019-04-27 00:00:00,23-24,29.04
2019-04-26 00:00:00,00-01,32.09
2019-04-26 00:00:00,01-02,30.87
2019-04-26 00:00:00,02-03,29.99
2019-04-26 00:00:00,03-04,29.35
2019-04-26 00:00:00,04-05,30.58
2019-04-26 00:00:00,05-06,34.54
2019-04-26 00:00:00,06-07,41.96
2019-04-26 00:00:00,07-08,47.07
2019-04-26 00:00:00,08-09,49.03
2019-04-26 00:00:00,09-10,46.95
2019-04-26 00:00:00,10-11,45.6
2019-04-26 00:00:00,11-12,43.96
2019-04-26 00:00:00,12-13,41.85
2019-04-26 00:00:00,13-14,39.14
2019-04-26 00:00:00,14-15,36.05
2019-04-26 00:00:00,15-16,35.13
2019-04-26 00:00:00,16-17,34.72
2019-04-26 00:00:00,17-18,37.45
2019-04-26 00:00:00,18-19,38.94
2019-04-26 00:00:00,19-20,41.84
2019-04-26 00:00:00,20-21,40.99
2019-04-26 00:00:00,21-22,40.65
2019-04-26 00:00:00,22-23,38.54
2019-04-26 00:00:00,23-24,34.04
2019-04-25 00:00:00,00-01,26.08
2019-04-25 00:00:00,01-02,25.49
2019-04-25 00:00:00,02-03,22.58
2019-04-25 00:00:00,03-04,20.47
2019-04-25 00:00:00,04-05,18.08
2019-04-25 00:00:00,05-06,28.89
2019-04-25 00:00:00,06-07,37.55
2019-04-25 00:00:00,07-08,39.16
2019-04-25 00:00:00,08-09,39.92
2019-04-25 00:00:00,09-10,35.91
2019-04-25 00:00:00,10-11,30.64
2019-04-25 00:00:00,11-12,29.48
2019-04-25 00:00:00,12-13,28.03
2019-04-25 00:00:00,13-14,27.26
2019-04-25 00:00:00,14-15,26.72
2019-04-25 00:00:00,15-16,27.31
2019-04-25 00:00:00,16-17,27.06
2019-04-25 00:00:00,17-18,31.32
2019-04-25 00:00:00,18-19,39.44
2019-04-25 00:00:00,19-20,43.09
2019-04-25 00:00:00,20-21,43.25
2019-04-25 00:00:00,21-22,40.31
2019-04-25 00:00:00,22-23,36.35
2019-04-25 00:00:00,23-24,34.18
2019-04-24 00:00:00,00-01,22.49
2019-04-24 00:00:00,01-02,19.31
2019-04-24 00:00:00,02-03,17.02
2019-04-24 00:00:00,03-04,12.72
2019-04-24 00:00:00,04-05,15.85
2019-04-24 00:00:00,05-06,23.05
2019-04-24 00:00:00,06-07,30.35
2019-04-24 00:00:00,07-08,38.1
2019-04-24 00:00:00,08-09,39.06
2019-04-24 00:00:00,09-10,34.67
